,epochs,num_fidelities_0,num_times_0,num_fidelities_1,num_times_1,num_fidelities_2,num_times_2
0,0,0.13027909253563346725,4.778149604797363,0.16957825326956779688,6.2620062828063965,0.13027909253563346725,3.767432928085327
1,10,0.22814509837679064486,31.805331707000732,0.28359872131882918334,30.23185420036316,0.21045087733042616707,27.60926914215088
2,20,0.24756550598436055655,55.7970929145813,0.16659903277514356845,53.77574586868286,0.2188552816990486094,52.415902853012085
3,30,0.29826193684033885933,80.21018958091736,0.23950721135321606514,82.17885518074036,0.34671356610003983834,77.48342752456665
4,40,0.22898887450104946084,103.84991478919983,0.31249643682334088401,106.58314895629883,0.30352835271183514765,101.95622062683105
5,50,0.40949107954265634435,127.7239978313446,0.32824405579928078724,130.5719883441925,0.27860875308668292538,126.38534593582153
6,60,0.34195853435216189142,152.20787644386292,0.3463026982014374977,154.58740997314453,0.26982057896595967872,150.6948230266571
7,70,0.32452461248425207296,176.24487352371216,0.39209729851683966517,178.58681416511536,0.2569364563351560493,174.84515690803528
8,80,0.37059657751481411836,199.93730449676514,0.26176062533234223384,202.42048239707947,0.36206115733819060898,199.25112104415894
9,90,0.2791040198609699985,224.38041639328003,0.3057159783942065001,226.6514208316803,0.30925544824621542528,223.64794516563416
10,100,0.31785817785027742355,248.13064002990723,0.28032867069241312885,250.65779304504395,0.33890492071928918216,248.2371163368225
11,110,0.2516780372374072261,272.0140483379364,0.33282278296565531717,274.76275062561035,0.3209810241571161571,272.77321767807007
12,120,0.3121895650847713033,295.7949833869934,0.32097718201642549962,298.8206741809845,0.2595512810816040239,297.269193649292
13,130,0.32121468591816637606,320.3597664833069,0.28136525158507408317,322.97315764427185,0.31488390465109722394,330.1652739048004
14,140,0.2633979678740934749,344.131117105484,0.3926697373197872154,347.2063534259796,0.3260418365294612264,355.3525288105011
15,150,0.26182116812781153214,367.73170137405396,0.4054648146528171404,371.4476010799408,0.40187963238251139808,380.5050776004791
16,160,0.36601550740304639175,391.5185465812683,0.32174301050987946793,395.7089593410492,0.3457023289934364474,405.4361491203308
17,170,0.3347622299265647361,415.5508794784546,0.33697778708060632802,419.9194583892822,0.30424707800927863754,430.09231638908386
18,180,0.29354791711548561262,440.56392073631287,0.30225213980686477244,444.11504340171814,0.29882965191812693728,454.5977191925049
19,190,0.31241772207191514932,464.3529164791107,0.36081430896131178043,468.3756220340729,0.28301397719906895567,479.1678993701935
20,200,0.3660043785121880333,488.0555639266968,0.4246761452896302691,492.48604702949524,0.26642308427358907252,503.44479060173035
21,210,0.2688195459183991276,511.728554725647,0.35625529137959843773,516.8542947769165,0.30358141514921371806,527.7194554805756
22,220,0.27386559098743901153,535.0034763813019,0.35518768002402678619,541.0281827449799,0.3073491610834295229,551.8270359039307
23,230,0.38017111056672664438,559.62712931633,0.3540908678692895606,565.3287382125854,0.2735084153532134632,575.9162619113922
24,240,0.40008100621768460936,583.0463502407074,0.30409484298235434085,594.7689280509949,0.37757472663143210045,600.271256685257
25,250,0.29306827243407557182,606.4335114955902,0.40585966218252017557,619.5309085845947,0.3309390488597244162,624.5280120372772
26,260,0.36665920488258779697,629.8453178405762,0.29457043332075361075,644.1070382595062,0.34286048998060947302,648.191303730011
27,270,0.33306585903341767718,653.1921699047089,0.32713684468926801374,668.3995923995972,0.25202945598544573835,671.6535601615906
28,280,0.40719226273462194587,676.5282292366028,0.35094118763424936303,692.7011406421661,0.27427538189952932468,695.5621802806854
29,290,0.4527997392518679498,699.8240993022919,0.24984999407730354437,716.8821315765381,0.3543321286070474918,719.4943022727966
30,300,0.38338085742663480238,724.7061190605164,0.38499692989138023513,741.23868227005,0.33037016102018862407,743.3260343074799
31,310,0.27532857681106315262,748.1162922382355,0.30148273741701059336,765.5987992286682,0.35225208717839234795,767.0793380737305
32,320,0.35177620904557194148,771.4232306480408,0.34057293036292923816,789.7376866340637,0.34019228611262369855,790.6375601291656
33,330,0.29139077329825308071,795.1167521476746,0.3251974912933578432,813.9426527023315,0.35446943055937113476,814.1723093986511
34,340,0.2920946817893388947,820.0641086101532,0.31975257648295790647,837.9933180809021,0.2643002608748125648,837.7543332576752
35,350,0.36770062484140553227,845.7974421977997,0.41550722067240830615,862.2276227474213,0.38075121371568876327,861.4221472740173
36,360,0.4074327618209938051,870.3940694332123,0.3259713492432960158,886.3831028938293,0.23283016467258021986,884.7884631156921
37,370,0.3301982923811913051,893.9549508094788,0.27713995599175045292,910.4689376354218,0.27033297399558786633,908.3038125038147
38,380,0.31218291781061541235,919.7902054786682,0.36920870664660743188,934.821798324585,0.2801166969537372542,931.81192278862
39,390,0.34628942217431046835,943.3479571342468,0.33886919842041623996,958.9366135597229,0.27580119900012223244,955.6919603347778
40,400,0.24265190212591339347,966.6479840278625,0.30511864385381276543,983.0096530914307,0.33298547027458491598,980.8027954101562
41,410,0.2800155826948575455,989.9397106170654,0.3463035221506582939,1007.4419376850128,0.34333072154285693145,1005.5279350280762
42,420,0.23456331843190617037,1013.204826593399,0.3438177909849885472,1031.6267459392548,0.29229504918970966587,1028.9703204631805
43,430,0.28965004139163519348,1036.6395797729492,0.30259735640104523657,1055.8307297229767,0.26832629876046437678,1052.4294192790985
44,440,0.3193381327308021378,1059.8567414283752,0.36226597628444140442,1079.9467070102692,0.23637236228015159889,1075.8739964962006
45,450,0.31022303725491767734,1083.3433303833008,0.33868359610941645155,1103.9434592723846,0.36088679117850863687,1099.3824014663696
46,460,0.30193675543366116365,1107.0542726516724,0.22010487311243914776,1128.1725280284882,0.26363005585052151636,1122.7719445228577
47,470,0.3651757270357959828,1133.1282095909119,0.28656544667739608512,1152.1736388206482,0.30257813695644214524,1146.4411416053772
48,480,0.3517715582417081932,1157.1377382278442,0.28587860545815346747,1176.49534201622,0.33693774308640900284,1169.8476283550262
49,490,0.32992469885686720454,1181.0013599395752,0.32347431674217314024,1209.1308665275574,0.39810627918608132436,1193.2341907024384
50,500,0.30655288611857495207,1204.7096161842346,0.359283154186591569,1235.2769367694855,0.30146482184832834594,1216.7255730628967
51,510,0.41557257262400448816,1228.1732230186462,0.39522858206904870615,1260.5261330604553,0.35465673428381555565,1240.1394515037537
52,520,0.33454987469746771955,1252.0841686725616,0.29656223252513241873,1285.8663356304169,0.32816895526147721318,1263.5746004581451
53,530,0.3430929401928902167,1276.1322076320648,0.37001264476328626918,1311.216391324997,0.33725855799872056506,1286.9231383800507
54,540,0.28638462069419612366,1300.0441224575043,0.34216910029522767944,1336.5196754932404,0.27874799106670811177,1321.293937921524
55,550,0.38419944089630214679,1324.01984167099,0.30776638718094356806,1361.9720137119293,0.27725445317309987958,1347.46999001503
56,560,0.3458273407177805958,1347.9004085063934,0.41565942006669409636,1387.8818309307098,0.33668111979553733137,1373.3712844848633
57,570,0.22605282137500515294,1374.4153199195862,0.26561063472764506743,1413.997383594513,0.25369882343665950408,1399.2757468223572
58,580,0.3633175058580650485,1398.7013456821442,0.29827545632986390833,1439.8520424365997,0.38407982442254645639,1425.1815931797028
59,590,0.3189301451097489859,1422.6225554943085,0.20400336750553779708,1465.6838083267212,0.27596778450447345676,1451.1408288478851
60,600,0.25534663364055676382,1446.6978368759155,0.3221988226195180438,1491.2438445091248,0.31118737664863321823,1476.9050850868225
61,610,0.38472435876777866248,1470.519245147705,0.26463506941756553825,1516.5838296413422,0.34873933818403501927,1501.8524053096771
62,620,0.3365304352046893932,1494.3919093608856,0.2955669241040834172,1541.2531855106354,0.3212883331017741262,1526.4932732582092
63,630,0.33911393575802539768,1518.2412695884705,0.33250815915091846975,1566.0952823162079,0.35171236828944008046,1550.1258521080017
64,640,0.37605335364185987768,1541.9770805835724,0.31566097323321057333,1590.9111957550049,0.31781811903668055752,1573.818458557129
65,650,0.38564317415932741762,1565.9813821315765,0.28769736242159082984,1614.957884311676,0.32863889143734414944,1597.4438228607178
66,660,0.32054905702931379974,1589.6755843162537,0.27733539082435304524,1639.1718826293945,0.20454421230704453172,1621.0844597816467
67,670,0.27880417101022481052,1613.4358267784119,0.3233362150191206319,1662.5730259418488,0.33293371161605062047,1644.7190911769867
68,680,0.2540486484279719237,1637.1523442268372,0.34984435845424677325,1685.986215353012,0.29346102529588630192,1668.1520419120789
69,690,0.35740460472955426496,1660.9145941734314,0.36218801101489067618,1710.4428172111511,0.2251813703643881226,1691.5996584892273
70,700,0.30545866714963182398,1687.6946575641632,0.29794051419680783743,1734.9198896884918,0.33554936236889293388,1714.9894733428955
71,710,0.33216317157809321925,1711.7067375183105,0.32059239067814671031,1759.416587114334,0.27108823786569147263,1738.582278728485
72,720,0.30695384554991927972,1735.2930977344513,0.3010075019398605889,1784.0620770454407,0.35215925797203806447,1762.0981931686401
73,730,0.31573591669721912112,1758.945555448532,0.2543122027471124147,1808.4698202610016,0.29265434409203705535,1785.965889930725
74,740,0.38460829438012811288,1782.7545251846313,0.27347359383858399484,1832.9330661296844,0.2704688795379567856,1809.4311828613281
75,750,0.30004043304081878807,1806.6027443408966,0.3082159008449850135,1857.468595981598,0.28171382365370367662,1833.0225908756256
76,760,0.33000395422968575865,1830.3827722072601,0.3696730695392654309,1881.8057191371918,0.28687174124818370924,1856.464320898056
77,770,0.3516130890095942596,1854.2544269561768,0.39977346717693701406,1905.9334466457367,0.26287215476871783615,1880.0100276470184
78,780,0.2636680500103917857,1878.0850987434387,0.3216030895695126124,1937.0870807170868,0.26945290026802887207,1903.5803442001343
79,790,0.32996342790527710687,1901.8460426330566,0.20956576253068548432,1962.5635006427765,0.3261189256336347042,1927.5895283222198
80,800,0.27013777165736246877,1925.6378321647644,0.30065370462166302046,1987.8285014629364,0.3077626197337015035,1951.1407988071442
81,810,0.25729232879213759233,1949.3341584205627,0.28999460699452278556,2012.8748381137848,0.33567475447188410698,1974.8232636451721
82,820,0.27096674362658479396,1972.9891085624695,0.36701737678251700192,2037.6876983642578,0.3026402558905466611,1999.014560699463
83,830,0.39902825924662438384,1996.7658545970917,0.3127307653145345312,2062.550845861435,0.36568460484429993196,2024.405390739441
84,840,0.28273764998040573637,2020.539183139801,0.3040803022961726665,2087.2141280174255,0.3128878537558968942,2049.5341382026672
85,850,0.30217201107807600824,2048.0029582977295,0.28574208883810470194,2112.5043058395386,0.3060499528823308335,2073.949341773987
86,860,0.2614332225323113823,2072.2480919361115,0.36396807342528253448,2137.707199573517,0.32638739430489327464,2097.382946252823
87,870,0.282478334973694567,2096.19056725502,0.3056202140867772532,2162.971150159836,0.3656335748209445513,2120.8394181728363
88,880,0.31140795201925153268,2119.9889328479767,0.26879562801911649483,2188.363077878952,0.30229365694129034514,2144.376965522766
89,890,0.33974535025948982003,2143.767413854599,0.34692264903840547285,2213.568873643875,0.30412155347197583621,2167.7710258960724
90,900,0.3562916446434642448,2167.5698614120483,0.32247824053665619104,2238.687227010727,0.29603973477347195198,2191.9214041233063
91,910,0.23117957828322441283,2191.2892866134644,0.30211348185436903702,2263.8887338638306,0.33443429744653557778,2216.063313484192
92,920,0.37201781702784086914,2215.1299109458923,0.30904302991593712857,2289.1897230148315,0.29608403997729759727,2240.099493265152
93,930,0.2792156303232860015,2238.759966135025,0.34756599804655269326,2314.558485507965,0.30935091768854255934,2263.8729798793793
94,940,0.30385560255744792357,2262.2625246047974,0.37835828374070129554,2339.6844675540924,0.2826648196491374776,2287.5636038780212
95,950,0.2876266931878004307,2285.7285652160645,0.2788812291216980488,2364.870061635971,0.339104992152285456,2311.2599947452545
96,960,0.29661390778234691945,2309.3389661312103,0.27838368787786971215,2390.4506628513336,0.29610056490069491808,2334.8390595912933
97,970,0.34101489742443302777,2334.3018679618835,0.33252963958262815591,2415.6865606307983,0.30446881821662302725,2358.2888350486755
98,980,0.4022661039840587649,2359.7185661792755,0.40708754020473819635,2440.9796979427338,0.26684813048064676133,2381.8093600273132
99,990,0.31279042662558315113,2385.2386898994446,0.27876044090466534087,2466.229591369629,0.35890181489352662725,2405.4611871242523
100,1000,0.27457978938632859878,2411.0630049705505,0.31749813324373393764,2491.4416201114655,0.3235753514590974378,2429.005939722061
